Chemical ID,MolecularWeight,MolecularFormula,IUPACName,CanonicalSMILES,InChI,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,CovalentUnitCount,Boiling Point,Melting Point,Flash Point,Solubility,Density,Vapor Density,Vapor Pressure,LogP,Stability,Auto-Ignition,Viscosity,Heat of Combustion,Heat of Vaporization,Surface Tension,Ionization Potential,Dissociation Constants
107-06-2,98.96,C2H4Cl2,"1,2-dichloroethane",C(CCl)Cl,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,1.5,97.9690055,97.9690055,0,6,0,0,1,4,1,"182.3 °F at 760 mmHg (NTP, 1992)","-31.5 °F (NTP, 1992)","56 °F (NTP, 1992)","5 to 10 mg/mL at 66 °F (NTP, 1992)","1.253 at 68 °F (USCG, 1999) - Denser than water; will sink","3.4 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","60 mmHg at 68 °F ; 100 mmHg at 84.9 °F (NTP, 1992)",{'Number': [1.48]},Not Available,Not Available,0.84 cP at 20 °C,12.57 kJ/g,138 Btu/lb = 76.4 cal/g = 3.2X10+5 J/kg,32.2 dynes/cm = 0.0322 N/m at 20 °C,11.05 eV,Not Available
79-01-6,131.38,C2HCl3,"1,1,2-trichloroethene",C(=C(Cl)Cl)Cl,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,2.6,129.914383,129.914383,0,42,0,0,0,5,1,"189 °F at 760 mmHg (NTP, 1992)","-99 °F (NTP, 1992)","greater than 200 °F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)","1.46 at 68 °F (USCG, 1999) - Denser than water; will sink","4.53 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","60 mmHg at 68 °F ; 77 mmHg at 77 °F (NTP, 1992)",log Kow = 2.61,Not Available,Not Available,0.545 mPa s at 25 °C,-6.56 kJ/g,34.54 kJ/mol at 25 °C; 31.40 kJ/mol at 87.21 °C,0.0264 N/m at 20 °C,9.45 eV,Not Available
127-18-4,165.8,C2Cl4,"1,1,2,2-tetrachloroethene",C(=C(Cl)Cl)(Cl)Cl,InChI=1S/C2Cl4/c3-1(4)2(5)6,3.4,165.872461,163.875411,0,55,0,0,0,6,1,"250 °F at 760 mmHg (NTP, 1992)","-2 °F (NTP, 1992)",No flash point in conventional closed tester.,"less than 0.1 mg/mL at 63 °F (NTP, 1992)","1.63 at 68 °F (USCG, 1999) - Denser than water; will sink","5.83 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","14 mmHg at 68 °F ; 15.8 mmHg at 72 °F (NTP, 1992)",log Kow = 3.40,Not Available,Not Available,Liquid (cP): 0.932 at 15 °C; 0.839 at 25 °C; 0.657 at 50 °C; 0.534 at 75 °C. Vapor: 9900 cP at 60 °C,"679.9 kJ/mol (constant pressure with formation of aq hydrochloric acid; 831.8 kJ/mol (constant volume at 18.7 °C) (to convert J to cal, divide by 4.184)",90.2 BTU/lb = 50.1 cal/g = 2.10X10+5 J/kg,31.74 dynes/cm at 20 °C in contact with vapor,9.32 eV,Not Available
76-13-1,187.37,C2Cl3F3,"1,1,2-trichloro-1,2,2-trifluoroethane",C(C(F)(Cl)Cl)(F)(F)Cl,"InChI=1S/C2Cl3F3/c3-1(4,6)2(5,7)8",3.2,185.901768,185.901768,0,90,0,3,1,8,1,"117.9 °F at 760 mmHg (NTP, 1992)","-33.5 °F (NTP, 1992)",Not Available,"Insoluble (NTP, 1992)","1.5635 at 77 °F (USCG, 1999) - Denser than water; will sink",6.5 (Air = 1),"284 mmHg at 77 °F (NTP, 1992)",log Kow = 3.16,Not Available,Not Available,0.497 mPa.s at 48.9 °C (liquid); 0.0108 mPa.s at 49 °C (gas),Not Available,28.04 kJ/mol at 25 °C,0.0196 N/m at 20 °C,11.99 eV,Not Available
71-55-6,133.40,C2H3Cl3,"1,1,1-trichloroethane",CC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",2.4,131.930033,131.930033,0,26,0,0,0,5,1,"165.4 °F at 760 mmHg (NTP, 1992)","-26.5 °F (NTP, 1992)","greater than 200 °F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)","1.31 at 68 °F (USCG, 1999) - Denser than water; will sink","4.6 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","100 mmHg at 68 °F ; 125 mmHg at 77 °F (NTP, 1992)",log Kow = 2.49,Not Available,Not Available,0.00086 Pa.s at 20 °C,4700 BTU/LB= 2600 CAL/G= 110X10+5 J/KG,32.50 kJ/mol at 25 °C,0.02518 N/m at 25 °C,11.00 eV,Not Available
106-93-4,187.86,C2H4Br2,"1,2-dibromoethane",C(CBr)Br,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,2,187.86593,185.86798,0,6,0,0,1,4,1,"268 to 270 °F at 760 mmHg (NTP, 1992)","49.9 °F (NTP, 1992)",Not Available,"less than 1 mg/mL at 70 °F (NTP, 1992)","2.18 at 68 °F (USCG, 1999) - Denser than water; will sink","6.48 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","11 mmHg at 68 °F ; 17.4 mmHg at 86 °F (NTP, 1992)",log Kow = 1.96,Not Available,Not Available,1.727 cP at 20 °C,Heat of combustion in an oxygen bomb is 6647 J/g (1289 cal/g).,82.1 BTU/lb = 45.6 cal/g = 1.91X10+5 J/kg,38.75 dynes/cm = 0.03875 Newtons/m at 20 °C; Liquid-water interfacial tension: 36.54 dynes at 20 °C,9.45 eV,Not Available
74-83-9,94.94,CH3Br,bromomethane,CBr,InChI=1S/CH3Br/c1-2/h1H3,1,93.94181,93.94181,0,2,0,0,0,2,1,"38.4 °F at 760 mmHg (EPA, 1998)","-136 °F (EPA, 1998)","None (EPA, 1998)","2 % (NIOSH, 2024)","1.73 at 32 °F (EPA, 1998) - Denser than water; will sink","3.27 (EPA, 1998) - Heavier than air; will sink (Relative to Air)","1420 mmHg at 68 °F (EPA, 1998)",log Kow = 1.19,Not Available,Not Available,0.397 cP at 0 °C,-787.0 kJ/mol,23.26 kJ/mol at 25 °C,24.5 dynes/cm = 0.0245 N/m at 15 °C,10.54 eV,Not Available
75-25-2,252.73,CHBr3,bromoform,C(Br)(Br)Br,InChI=1S/CHBr3/c2-1(3)4/h1H,2.8,251.76079,249.76284,0,8,0,0,0,4,1,"301.1 °F at 760 mmHg (NTP, 1992)","48 °F (NTP, 1992)",Not Available,"less than 0.1 mg/mL at 72.5 °F (NTP, 1992)","2.8912 at 68 °F (USCG, 1999) - Denser than water; will sink","8.7 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","5 mmHg at 68 °F ; 5.6 mmHg at 77 °F (NTP, 1992)",log Kow = 2.40,Not Available,Not Available,0.74 mm²/s at 15 °C,Not Available,39.66 kJ/mol at 149.1 °C; 46.05 kJ/mol at 25 °C,41.53 dynes/cm at 20 °C,10.48 eV,Not Available
541-73-1,147.00,C6H4Cl2,"1,3-dichlorobenzene",C1=CC(=CC(=C1)Cl)Cl,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,3.5,145.9690055,145.9690055,0,64,0,0,0,8,1,"343 °F at 760 mmHg (NTP, 1992)","-12.6 °F (NTP, 1992)","146 °F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)","1.2884 at 68 °F (USCG, 1999) - Denser than water; will sink","5.08 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","1 mmHg at 53.8 °F ; 5 mmHg at 102 °F; 40 mmHg at 180 °F (NTP, 1992)",log Kow = 3.53,Not Available,Not Available,1.044 mPa.s at 25 °C,Not Available,296.8 J/g,36.20 dynes/cm,Not Available,Not Available
106-46-7,147.00,C6H4Cl2,"1,4-dichlorobenzene",C1=CC(=CC=C1Cl)Cl,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,3.4,145.9690055,145.9690055,0,54,0,0,0,8,1,"345 °F at 760 mmHg (NTP, 1992)","127 °F (NTP, 1992)","150 °F (NTP, 1992)","less than 1 mg/mL at 73 °F (NTP, 1992)","1.458 at 68 °F (USCG, 1999) - Denser than water; will sink","5.08 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","0.6 mmHg at 68 °F ; 1.8 mmHg at 86 °F (NTP, 1992)",log Kow = 3.44,Not Available,Not Available,0.839 mPa.s at 55 °C; 0.668 mPa.s at 79 °C,Not Available,49.0 kJ/mol at 25 °C,31.4 dynes/cm,8.98 eV,Not Available
95-50-1,147.00,C6H4Cl2,"1,2-dichlorobenzene",C1=CC=C(C(=C1)Cl)Cl,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,3.4,145.9690055,145.9690055,0,62,0,0,0,8,1,"356.9 °F at 760 mmHg (NTP, 1992)","1 °F (NTP, 1992)","151 °F (NTP, 1992)","less than 1 mg/mL at 76.1 °F (NTP, 1992)","1.306 at 68 °F (USCG, 1999) - Denser than water; will sink","5.05 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","1 mmHg at 68 °F ; 1.5 mmHg at 77 °F (NTP, 1992)",log Kow = 3.43,Not Available,Not Available,1.324 mPa.s at 25 °C,-7969 Btu/lb= -4427 cal/g= -185.4X10+5 J/kg,311 J/g,36.61 dyn/cm,9.06 eV,Not Available
108-90-7,112.55,C6H5Cl,chlorobenzene,C1=CC=C(C=C1)Cl,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,2.9,112.0079779,112.0079779,0,46,0,0,0,7,1,"270 °F at 760 mmHg (NTP, 1992)","-49 °F (NTP, 1992)","75 °F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)","1.11 at 68 °F (USCG, 1999) - Denser than water; will sink","3.88 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","8.8 mmHg at 68 °F ; 11.8 mmHg at 77 °F (NTP, 1992)",log Kow = 2.84,Not Available,Not Available,0.806 mPa.s at 20 °C,-3100 kJ/mol at 25 °C,40.97 kJ/mol at 25 deg,33.5 dynes/cm at 20 °C,9.07 eV,Not Available
91-20-3,128.17,C10H8,naphthalene,C1=CC=C2C=CC=CC2=C1,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,3.3,128.062600255,128.062600255,0,80,0,0,0,10,1,"424 °F at 760 mmHg (NTP, 1992)","176.4 °F (NTP, 1992)","190 °F (NTP, 1992)","less than 1 mg/mL at 72 °F (NTP, 1992)","1.15 (NIOSH, 2024) - Denser than water; will sink","4.42 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","0.05 mmHg at 68 °F ; 1 mmHg at 126.7 °F (NTP, 1992)",log Kow = 3.30,Not Available,Not Available,0.754 cP at 20 °C,"-16,720 BTU/lb = -9287 cal/g = -388.8X10+5 Joules/kg",352 kJ/kg,Liquid surface tension: 31.8 dynes/cm = 0.0318 Newtons/m at 100 °C,8.12 eV,Not Available
108-95-2,94.11,C6H6O,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",1.5,94.041864811,94.041864811,20.2,46,1,1,0,7,1,"360 °F at 760 mmHg (NTP, 1992)","109 °F (NTP, 1992)","175 °F (NTP, 1992)","50 to 100 mg/mL at 66 °F (NTP, 1992)","1.04 at 105.8 °F (USCG, 1999) - Denser than water; will sink","3.24 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","0.2 mmHg at 68 °F ; 0.35 mmHg at 77 °F (NTP, 1992)",{'Number': [1.46]},Not Available,Not Available,3.437 mPa s @ 50 °C; 1.784 mPa s @ 75 °C; 1.099 mPa s @ 100 °C,3053.5 kJ/mol (solid),57.82 kJ/mol @ 25 °C,38.20 mN/m @ 50 °C; 35.53 mN/m @ 75 °C; 32.86 mN/m @ 100 °C,8.50 eV,9.99 (at 25 °C)
95-48-7,108.14,C7H8O,2-methylphenol,CC1=CC=CC=C1O,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",2,108.057514874,108.057514874,20.2,70,1,1,0,8,1,"376 °F at 760 mmHg (EPA, 1998)","88 °F (EPA, 1998)","177.8 to 181.4 °F (EPA, 1998)","less than 1 mg/mL at 66 °F (NTP, 1992)","1.047 at 68 °F (EPA, 1998) - Denser than water; will sink","3.72 (EPA, 1998) - Heavier than air; will sink (Relative to Air)","1 mmHg at 100.76 °F (EPA, 1998)",log Kow = 1.95,Not Available,Not Available,3.035 cP at 50 °C; 1.562 cP at 75 °C; 0.961 cP at 100 °C,-3696 kJ/mol at 25 °C,45.19 kJ/mol at 191.04 °C,36.90 mN/m at 25 °C; 34.38 mN/m at 50 °C,8.93 eV,pKa = 10.287
108-39-4,108.14,C7H8O,3-methylphenol,CC1=CC(=CC=C1)O,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",2,108.057514874,108.057514874,20.2,70,1,1,0,8,1,"397 °F at 760 mmHg (NTP, 1992)","52.7 °F (NTP, 1992)","187 °F (NTP, 1992)","10 to 50 mg/mL at 68 °F (NTP, 1992)","1.0336 at 68 °F (USCG, 1999) - Denser than water; will sink","3.72 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","0.04 mmHg at 68 °F ; 1 mmHg at 126 °F (NTP, 1992)",{'Number': [1.96]},Not Available,Not Available,12.9 cP at 25 °C; 4.417 cP at 50 °C; 2.093 cP at 75 °C; 1.207 cP at 100 °C,-3706 kJ/mol at 25 °C,47.40 kJ/mol at 202.27 °C; 61.71 kJ/mol at 25 °C,35.69 mN/m at 25 °C; 33.38 mN/m at 50 °C,8.98 eV,10.1 (at 25 °C)
106-44-5,108.14,C7H8O,4-methylphenol,CC1=CC=C(C=C1)O,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",1.9,108.057514874,108.057514874,20.2,62,1,1,0,8,1,"395.2 °F at 760 mmHg (NTP, 1992)","94.6 °F (NTP, 1992)","187 °F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)","1.034 at 68 °F (USCG, 1999) - Denser than water; will sink","3.72 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","0.04 mmHg at 68 °F ; 0.11 mmHg at 77 °F (NTP, 1992)",{'Number': [1.94]},Not Available,Not Available,4.48 mPa.s (cP) at 50 °C,-3701 kJ/mol at 25 °C,47.45 kJ/mol at 201.98 °C,34.0 mN/m at 50 °C,8.97 eV,10.3 (at 25 °C)
51-28-5,184.11,C6H4N2O5,"2,4-dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,"InChI=1S/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-3,9H",1.7,184.01202123,184.01202123,112,220,1,5,0,13,1,"Sublimes (when carefully heated) (NTP, 1992)","234 to 237 °F (NTP, 1992)",Not Available,>27.6 [ug/mL] (The mean of the results at pH 7.4),"1.68 at 68 °F (USCG, 1999) - Denser than water; will sink","6.35 (NTP, 1992) - Heavier than air; will sink (Relative to Air)",0.000012 [mmHg],{'Number': [1.67]},Not Available,Not Available,Not Available,648.0 KG CAL/G MOL WT @ 20 °C,Not Available,Not Available,Not Available,4.09 (at 25 °C)
88-75-5,139.11,C6H5NO3,2-nitrophenol,C1=CC=C(C(=C1)[N+](=O)[O-])O,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",1.8,139.026943022,139.026943022,66.1,131,1,3,0,10,1,"417 to 421 °F at 760 mmHg (Decomposes) (NTP, 1992)","113 to 115 °F (NTP, 1992)",108 °C c.c.,"less than 1 mg/mL at 70 °F (NTP, 1992)","1.49 at 68 °F (USCG, 1999) - Denser than water; will sink",Relative vapor density  (air = 1): 4.81,"1 mmHg at 120.7 °F (NTP, 1992)",log Kow = 1.79,Not Available,Not Available,Not Available,"-8,912 Btu/lb = -4,950 cal/g = -207X10+5 J/kg","12,497.3 g cal/g mole",Not Available,Not Available,pKa = 7.230 at 25 °C
100-02-7,139.11,C6H5NO3,4-nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",1.9,139.026943022,139.026943022,66.1,123,1,3,0,10,1,"534 °F at 760 mmHg (Decomposes) (NTP, 1992)","235 to 239 °F (Sublimes) (NTP, 1992)","377 °F (NTP, 1992)","less than 0.1 mg/mL at 70 °F (NTP, 1992)","1.48 at 68 °F (USCG, 1999) - Denser than water; will sink","1.244 at 149 °F (NTP, 1992) - Heavier than air; will sink (Relative to Air)","1 mmHg at 68 °F ; 18.7 mmHg at 367 °F; 2.2 mmHg at 295 °F (NTP, 1992)",{'Number': [1.91]},Not Available,Not Available,Not Available,-8870 BTU/LB= -4930 CAL/G= -206X10+5 J/KG,Not Available,Not Available,Not Available,7.15 (at 25 °C)
120-83-2,163.00,C6H4Cl2O,"2,4-dichlorophenol",C1=CC(=C(C=C1Cl)Cl)O,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",3.1,161.9639201,161.9639201,20.2,97,1,1,0,9,1,"410 °F at 760 mmHg (NTP, 1992)","113 °F (NTP, 1992)","237 °F (NTP, 1992)","less than 0.1 mg/mL at 64 °F (NTP, 1992)","1.4 at 59 °F (USCG, 1999) - Denser than water; will sink","5.62 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","1 mmHg at 127 °F (NTP, 1992)",log Kow = 3.06,Not Available,Not Available,Not Available,Not Available,"13,230.4 cal/mole",Not Available,Not Available,pKa = 7.89
95-95-4,197.4,C6H3Cl3O,"2,4,5-trichlorophenol",C1=C(C(=CC(=C1Cl)Cl)Cl)O,"InChI=1S/C6H3Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H",3.7,195.924948,195.924948,20.2,120,1,1,0,10,1,"487 °F at 760 mmHg (NTP, 1992)","154 °F (NTP, 1992)",133.0 °C (271.4 °F) (Closed cup),"less than 1 mg/mL at 70 °F (NTP, 1992)","1.678 at 77 °F (NTP, 1992) - Denser than water; will sink","greater than 1 (NTP, 1992) (Relative to Air)","1 mmHg at 162 °F ; 5 mmHg at 215.8 °F (NTP, 1992)",log Kow = 3.72,Not Available,Not Available,Not Available,Not Available,"13,237.0 g cal/g mole",Not Available,Not Available,pKa = 7.43
88-06-2,197.4,C6H3Cl3O,"2,4,6-trichlorophenol",C1=C(C=C(C(=C1Cl)O)Cl)Cl,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",3.7,195.924948,195.924948,20.2,108,1,1,0,10,1,"475 °F at 760 mmHg (NTP, 1992)","157.1 °F (NTP, 1992)",99 °C c.c.,"less than 0.1 mg/mL at 64 °F (NTP, 1992)","1.675 at 77 °F (NTP, 1992) - Denser than water; will sink",Not Available,"1 mmHg at 169.7 °F ; 5 mmHg at 222.6 °F (NTP, 1992)",log Kow = 3.69,Not Available,Not Available,Not Available,Not Available,"14,092.8 g cal/g mole",Not Available,Not Available,pKa = 6.23 at 25 °C
87-86-5,266.3,C6HCl5O,"2,3,4,5,6-pentachlorophenol",C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,5.1,265.844053,263.847003,20.2,150,1,1,0,12,1,"588 to 590 °F at 760 mmHg (with decomposition) (NTP, 1992)","376 °F (NTP, 1992)",Not Available,"less than 1 mg/mL at 68 °F (NTP, 1992)","1.98 at 59 °F (USCG, 1999) - Denser than water; will sink","9.2 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","0.00011 mmHg at 68 °F ; 40 mmHg at 412.2 °F (NTP, 1992)",log Kow = 5.12,Not Available,Not Available,Not Available,Not Available,"16,742.6 gcal/gmole",Not Available,Not Available,pKa = 4.70
50-00-0,30.026,CH2O,formaldehyde,C=O,InChI=1S/CH2O/c1-2/h1H2,1.2,30.010564683,30.010564683,17.1,2,0,1,0,2,1,"-6 °F at 760 mmHg (NIOSH, 2024)","-134 °F (NIOSH, 2024)","140 °F for 40% solution (EPA, 1998)","Miscible (NIOSH, 2024)","0.815 at -4 °F anhydrous form (EPA, 1998) - Less dense than water; will float","1.04 (NIOSH, 2024) - Heavier than air; will sink (Relative to Air)","greater than 1 atm (NIOSH, 2024)",{'Number': [0.35]},Not Available,Not Available,0.1421 cP at 25 °C,570.7 kJ/mol (gas),23.3 kJ/mol at 19 °C,27.3797 dyn/cm at 25 °C,10.88 eV,13.3 (at 25 °C)
75-07-0,44.05,C2H4O,acetaldehyde,CC=O,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",-0.3,44.026214747,44.026214747,17.1,10,0,1,0,3,1,"70 °F at 760 mmHg (NTP, 1992)","-190.3 °F (NTP, 1992)","-40 °F (NTP, 1992)","0.1 to 1.0 mg/mL at 66 °F (NTP, 1992)","0.78 at 68 °F (USCG, 1999) - Less dense than water; will float","1.52 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","400 mmHg at 40.8 °F ; 760 mmHg at 68.4 °F (NTP, 1992)",log Kow  = -0.34,Not Available,Not Available,0.253 mPa s at 9.5 °C; 0.21 mPa s at 20 °C,-1168.79 kJ/mol (liquid at constant pressure),25.73 kJ/mol at 20.2 °C,21.2 mN/m at 20 °C (1.0 mN/m = 1.0 dyn/cm),10.22 eV,Ka = 0.7X10-14 at 0 °C
123-38-6,58.08,C3H6O,propanal,CCC=O,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",0.6,58.041864811,58.041864811,17.1,17,0,1,1,4,1,"120 °F at 760 mmHg (NTP, 1992)","-114 °F (NTP, 1992)","15 °F (NTP, 1992)","50 to 100 mg/mL at 64 °F (NTP, 1992)","0.805 at 68 °F (USCG, 1999) - Less dense than water; will float","2 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","235 mmHg at 68 °F ; 687 mmHg at 113 °F (NTP, 1992)",log Kow = 0.59,Not Available,Not Available,0.3167 cP at 26.7 °C,1822.7 kJ/mol at 25 °C (liquid),29.62 kJ/mol at 25 °C,23.4 dynes/cm = 0.0234 N/m at 20 °C,Not Available,Not Available
123-72-8,72.11,C4H8O,butanal,CCCC=O,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",0.9,72.057514874,72.057514874,17.1,24,0,1,2,5,1,"167 °F at 760 mmHg (NTP, 1992)","-146 °F (NTP, 1992)","20 °F (NTP, 1992)","less than 1 mg/mL at 66 °F (NTP, 1992)","0.803 at 68 °F (USCG, 1999) - Less dense than water; will float","2.5 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","91.5 mmHg at 68 °F (NTP, 1992)",log Kow = 0.88,Not Available,Not Available,0.45 cP at 20 °C,2479.34 kJ/mol at 25 °C (liquid),33.68 kJ/mol at 25 °C,29.9 dyn/cm at 24 °C,Not Available,Not Available
110-62-3,86.13,C5H10O,pentanal,CCCCC=O,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3",1.1,86.073164938,86.073164938,17.1,32,0,1,3,6,1,"216 to 217 °F at 760 mmHg (NTP, 1992)","-132.7 °F (NTP, 1992)","53.6 °F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)","0.811 at 68 °F (USCG, 1999) - Less dense than water; will float","3 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","50 mmHg at 77 °F (NTP, 1992)",1.31,Not Available,Not Available,0.54 mPa-s at 20 °C,Not Available,Not Available,27.4 mN/m at 20 °C,9.82 eV,Not Available
66-25-1,100.16,C6H12O,hexanal,CCCCCC=O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",1.8,100.088815002,100.088815002,17.1,41,0,1,4,7,1,"262 °F at 760 mmHg (USCG, 1999)",-58.2 °C,"90 °F (USCG, 1999)","In water, 5.64X10+3 mg/L at 30 °C","0.83 at 68 °F (USCG, 1999) - Less dense than water; will float",3.45 (Air = 1),11.3 [mmHg],log kow = 1.78,Not Available,Not Available,Not Available,Not Available,153 BTU/lb = 85 cal/g = 3.16X10+5 J/kg,Not Available,Not Available,Not Available
111-71-7,114.19,C7H14O,heptanal,CCCCCCC=O,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",2.3,114.104465066,114.104465066,17.1,50,0,1,5,8,1,"307 °F at 760 mmHg (NTP, 1992)","-45 °F (NTP, 1992)","95 °F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)","0.8495 at 68 °F (NTP, 1992) - Less dense than water; will float","3.9 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","3 mmHg at 77 °F ; 5 mmHg at 90.9 °F (NTP, 1992)",Not Available,Not Available,Not Available,0.977 cP at 15 °C; 0.791 cP at 30 °C,-1062.4 kcal/mol (liquid),33.78 kJ/mol at 25 °C /from experimentally-derived coefficients/,25.68 at 30 °C,Not Available,Not Available
67-64-1,58.08,C3H6O,propan-2-one,CC(=O)C,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,-0.1,58.041864811,58.041864811,17.1,26,0,1,0,4,1,"133 °F at 760 mmHg (NTP, 1992)","-137 °F (NTP, 1992)","0 °F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)","0.791 at 68 °F (USCG, 1999) - Less dense than water; will float","2 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","180 mmHg at 68 °F ; 270 mmHg at 86 °F (NTP, 1992)",log Kow = -0.24,Not Available,Not Available,0.32 cP at 20 °C; 0.27 cP at 40 °C,Liquid: -1789 kJ/mol,29.10 kJ/mol at 56.05 °C; 30.99 kJ/mol at 25 °C,0 °C: 26.2 mN/m; 20 °C: 23.7 mN/m; 40 °C: 21.2 mN/m,9.69 eV,pKa = 20
78-93-3,72.11,C4H8O,butan-2-one,CCC(=O)C,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",0.3,72.057514874,72.057514874,17.1,38,0,1,1,5,1,"175.3 °F at 760 mmHg (NTP, 1992)","-123.3 °F (NTP, 1992)","26 °F (NTP, 1992)","greater than or equal to 100 mg/mL at 66 °F (NTP, 1992)","0.806 at 68 °F (USCG, 1999) - Less dense than water; will float","2.42 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","77.5 mmHg at 68 °F ; 100 mmHg at 77.0 °F (NTP, 1992)",log Kow = 0.29,Not Available,Not Available,0.40 cP at 25 °C,2444.1 kJ/mol at 25 °C,31.30 kJ/mol (at the boiling pt); 34.79 kJ/mol at 25 °C,23.97 mN/m at 25 °C; 21.16 mN/m at 50 °C,9.54 eV,pKa = 14.70
108-10-1,100.16,C6H12O,4-methylpentan-2-one,CC(C)CC(=O)C,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",1.3,100.088815002,100.088815002,17.1,64,0,1,2,7,1,"243 to 244 °F at 760 mmHg (NTP, 1992)","-120.5 °F (NTP, 1992)","73 °F (NTP, 1992)","1 to 5 mg/mL at 70 °F (NTP, 1992)","0.802 at 68 °F (USCG, 1999) - Less dense than water; will float","3.45 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","5 mmHg at 67.5 °F ; 10 mmHg at 86.0 °F (NTP, 1992)",log Kow = 1.31,Not Available,Not Available,Not Available,Not Available,40.61 kJ/mol at 25 °C,23.6 dynes/cm = 0.0236 N/m at 20.0 °C,9.30 eV,Not Available
